fabricante,categoria,segmento,produto,id_produto,id_fabricante
Leo,Urban,Moderation,Leo UM-14,1876,6
Leo,Urban,Moderation,Leo UM-15,1877,6
Leo,Urban,Moderation,Leo UM-16,1878,6
Leo,Urban,Moderation,Leo UM-17,1879,6
Leo,Urban,Moderation,Leo UM-18,1880,6
Leo,Urban,Moderation,Leo UM-19,1881,6
Currus,Urban,Moderation,Currus UM-01,1994,4
Currus,Urban,Moderation,Currus UM-02,1995,4
Currus,Urban,Moderation,Currus UM-03,1996,4
Currus,Urban,Moderation,Currus UM-04,1997,4
Victoria,Urban,Moderation,Victoria UM-01,2110,14
Victoria,Urban,Moderation,Victoria UM-02,2111,14
Victoria,Urban,Moderation,Victoria UM-03,2112,14
Victoria,Urban,Moderation,Victoria UM-04,2113,14
Victoria,Urban,Moderation,Victoria UM-05,2114,14
Victoria,Urban,Moderation,Victoria UM-06,2115,14
Victoria,Urban,Moderation,Victoria UM-07,2116,14
Victoria,Urban,Moderation,Victoria UM-08,2117,14
Victoria,Urban,Moderation,Victoria UM-09,2118,14
Victoria,Urban,Moderation,Victoria UM-10,2119,14
Victoria,Urban,Moderation,Victoria UM-11,2120,14
Victoria,Urban,Moderation,Victoria UM-12,2121,14
Victoria,Urban,Moderation,Victoria UM-13,2122,14
Victoria,Urban,Moderation,Victoria UM-14,2123,14
Victoria,Urban,Moderation,Victoria UM-15,2124,14
Aliqui,Urban,Moderation,Aliqui UM-01,2286,2
Aliqui,Urban,Moderation,Aliqui UM-02,2287,2
Aliqui,Urban,Moderation,Aliqui UM-03,2288,2
Aliqui,Urban,Moderation,Aliqui UM-04,2289,2
Aliqui,Urban,Moderation,Aliqui UM-05,2290,2
Aliqui,Urban,Moderation,Aliqui UM-06,2291,2
Aliqui,Urban,Moderation,Aliqui UM-07,2292,2
Aliqui,Urban,Moderation,Aliqui UM-08,2293,2
Aliqui,Urban,Moderation,Aliqui UM-09,2294,2
Aliqui,Urban,Moderation,Aliqui UM-10,2295,2
Aliqui,Urban,Moderation,Aliqui UM-11,2296,2
Aliqui,Urban,Moderation,Aliqui UM-12,2297,2
Abbas,Urban,Regular,Abbas UR-01,130,1
Abbas,Urban,Regular,Abbas UR-02,131,1
Abbas,Urban,Regular,Abbas UR-03,132,1
Abbas,Urban,Regular,Abbas UR-04,133,1
Abbas,Urban,Regular,Abbas UR-05,134,1
Abbas,Urban,Regular,Abbas UR-06,135,1
Abbas,Urban,Regular,Abbas UR-07,136,1
Abbas,Urban,Regular,Abbas UR-08,137,1
Abbas,Urban,Regular,Abbas UR-09,138,1
Abbas,Urban,Regular,Abbas UR-10,139,1
Abbas,Urban,Regular,Abbas UR-11,140,1
Abbas,Urban,Regular,Abbas UR-12,141,1
Abbas,Urban,Regular,Abbas UR-13,142,1
Abbas,Urban,Regular,Abbas UR-14,143,1
Abbas,Urban,Regular,Abbas UR-15,144,1
Abbas,Urban,Regular,Abbas UR-16,145,1
Abbas,Urban,Regular,Abbas UR-17,146,1
Abbas,Urban,Regular,Abbas UR-18,147,1
Abbas,Urban,Regular,Abbas UR-19,148,1
Abbas,Urban,Regular,Abbas UR-20,149,1
Abbas,Urban,Regular,Abbas UR-21,150,1
Abbas,Urban,Regular,Abbas UR-22,151,1
Abbas,Urban,Regular,Abbas UR-23,152,1
Abbas,Urban,Regular,Abbas UR-24,153,1
Abbas,Urban,Regular,Abbas UR-25,154,1
Abbas,Urban,Regular,Abbas UR-26,155,1
Abbas,Urban,Regular,Abbas UR-27,156,1
Abbas,Urban,Regular,Abbas UR-28,157,1
Abbas,Urban,Regular,Abbas UR-29,158,1
Abbas,Urban,Regular,Abbas UR-30,159,1
Abbas,Urban,Regular,Abbas UR-31,160,1
Abbas,Urban,Regular,Abbas UR-32,161,1
Abbas,Urban,Regular,Abbas UR-33,162,1
Abbas,Urban,Regular,Abbas UR-34,163,1
Abbas,Urban,Regular,Abbas UR-35,164,1
Abbas,Urban,Regular,Abbas UR-36,165,1
Abbas,Urban,Regular,Abbas UR-37,166,1
Abbas,Urban,Regular,Abbas UR-38,167,1
Abbas,Urban,Regular,Abbas UR-39,168,1
Abbas,Urban,Regular,Abbas UR-40,169,1
Abbas,Urban,Regular,Abbas UR-41,170,1
Abbas,Urban,Regular,Abbas UR-42,171,1
Abbas,Urban,Regular,Abbas UR-43,172,1
Fama,Urban,Regular,Fama UR-01,229,5
Fama,Urban,Regular,Fama UR-02,230,5
Fama,Urban,Regular,Fama UR-03,231,5
Fama,Urban,Regular,Fama UR-04,232,5
Fama,Urban,Regular,Fama UR-05,233,5
Fama,Urban,Regular,Fama UR-06,234,5
Fama,Urban,Regular,Fama UR-07,235,5
Fama,Urban,Regular,Fama UR-08,236,5
Fama,Urban,Regular,Fama UR-09,237,5
Fama,Urban,Regular,Fama UR-10,238,5
Fama,Urban,Regular,Fama UR-11,239,5
Fama,Urban,Regular,Fama UR-12,240,5
Fama,Urban,Regular,Fama UR-13,241,5
Fama,Urban,Regular,Fama UR-14,242,5
Fama,Urban,Regular,Fama UR-15,243,5
Fama,Urban,Regular,Fama UR-16,244,5
Fama,Urban,Regular,Fama UR-17,245,5
Fama,Urban,Regular,Fama UR-18,246,5
Fama,Urban,Regular,Fama UR-19,247,5
Fama,Urban,Regular,Fama UR-20,248,5
Fama,Urban,Regular,Fama UR-21,249,5
Fama,Urban,Regular,Fama UR-22,250,5
Fama,Urban,Regular,Fama UR-23,251,5
Fama,Urban,Regular,Fama UR-24,252,5
Fama,Urban,Regular,Fama UR-25,253,5
Fama,Urban,Regular,Fama UR-26,254,5
Fama,Urban,Regular,Fama UR-27,255,5
Fama,Urban,Regular,Fama UR-28,256,5
Fama,Urban,Regular,Fama UR-29,257,5
Fama,Urban,Regular,Fama UR-30,258,5
Fama,Urban,Regular,Fama UR-31,259,5
Fama,Urban,Regular,Fama UR-32,260,5
Fama,Urban,Regular,Fama UR-33,261,5
Fama,Urban,Regular,Fama UR-34,262,5
Fama,Urban,Regular,Fama UR-35,263,5
Fama,Urban,Regular,Fama UR-36,264,5
Fama,Urban,Regular,Fama UR-37,265,5
Fama,Urban,Regular,Fama UR-38,266,5
Fama,Urban,Regular,Fama UR-39,267,5
Fama,Urban,Regular,Fama UR-40,268,5
Fama,Urban,Regular,Fama UR-41,269,5
Fama,Urban,Regular,Fama UR-42,270,5
Fama,Urban,Regular,Fama UR-43,271,5
Fama,Urban,Regular,Fama UR-44,272,5
Fama,Urban,Regular,Fama UR-45,273,5
Fama,Urban,Regular,Fama UR-46,274,5
Fama,Urban,Regular,Fama UR-47,275,5
Fama,Urban,Regular,Fama UR-48,276,5
Fama,Urban,Regular,Fama UR-49,277,5
Fama,Urban,Regular,Fama UR-50,278,5
Fama,Urban,Regular,Fama UR-51,279,5
VanArsdel,Urban,Regular,Maximus UR-01,512,7
Natura,Urban,Regular,Natura UR-01,855,8
Natura,Urban,Regular,Natura UR-02,856,8
Natura,Urban,Regular,Natura UR-03,857,8
Natura,Urban,Regular,Natura UR-04,858,8
Natura,Urban,Regular,Natura UR-05,859,8
Natura,Urban,Regular,Natura UR-06,860,8
Natura,Urban,Regular,Natura UR-07,861,8
Natura,Urban,Regular,Natura UR-08,862,8
Natura,Urban,Regular,Natura UR-09,863,8
Natura,Urban,Regular,Natura UR-10,864,8
Natura,Urban,Regular,Natura UR-11,865,8
Natura,Urban,Regular,Natura UR-12,866,8
Natura,Urban,Regular,Natura UR-13,867,8
Natura,Urban,Regular,Natura UR-14,868,8
Natura,Urban,Regular,Natura UR-15,869,8
Natura,Urban,Regular,Natura UR-16,870,8
Natura,Urban,Regular,Natura UR-17,871,8
Natura,Urban,Regular,Natura UR-18,872,8
Natura,Urban,Regular,Natura UR-19,873,8
Natura,Urban,Regular,Natura UR-20,874,8
Natura,Urban,Regular,Natura UR-21,875,8
Natura,Urban,Regular,Natura UR-22,876,8
Natura,Urban,Regular,Natura UR-23,877,8
Natura,Urban,Regular,Natura UR-24,878,8
Natura,Urban,Regular,Natura UR-25,879,8
Natura,Urban,Regular,Natura UR-26,880,8
Natura,Urban,Regular,Natura UR-27,881,8
Natura,Urban,Regular,Natura UR-28,882,8
Natura,Urban,Regular,Natura UR-29,883,8
Natura,Urban,Regular,Natura UR-30,884,8
Natura,Urban,Regular,Natura UR-31,885,8
Natura,Urban,Regular,Natura UR-32,886,8
Natura,Urban,Regular,Natura UR-33,887,8
Natura,Urban,Regular,Natura UR-34,888,8
Natura,Urban,Regular,Natura UR-35,889,8
Natura,Urban,Regular,Natura UR-36,890,8
Natura,Urban,Regular,Natura UR-37,891,8
Pirum,Urban,Regular,Pirum UR-01,1144,10
Pirum,Urban,Regular,Pirum UR-02,1145,10
Pirum,Urban,Regular,Pirum UR-03,1146,10
Pirum,Urban,Regular,Pirum UR-04,1147,10
Pirum,Urban,Regular,Pirum UR-05,1148,10
Pirum,Urban,Regular,Pirum UR-06,1149,10
Pirum,Urban,Regular,Pirum UR-07,1150,10
Pirum,Urban,Regular,Pirum UR-08,1151,10
Pirum,Urban,Regular,Pirum UR-09,1152,10
Pirum,Urban,Regular,Pirum UR-10,1153,10
Pirum,Urban,Regular,Pirum UR-11,1154,10
Pirum,Urban,Regular,Pirum UR-12,1155,10
Pirum,Urban,Regular,Pirum UR-13,1156,10
Pirum,Urban,Regular,Pirum UR-14,1157,10
Pirum,Urban,Regular,Pirum UR-15,1158,10
Pirum,Urban,Regular,Pirum UR-16,1159,10
Pirum,Urban,Regular,Pirum UR-17,1160,10
Pirum,Urban,Regular,Pirum UR-18,1161,10
Pirum,Urban,Regular,Pirum UR-19,1162,10
Pirum,Urban,Regular,Pirum UR-20,1163,10
Pirum,Urban,Regular,Pirum UR-21,1164,10
Quibus,Urban,Regular,Quibus UR-01,1668,12
Quibus,Urban,Regular,Quibus UR-02,1669,12
Quibus,Urban,Regular,Quibus UR-03,1670,12
Pomum,Urban,Regular,Pomum UR-01,1755,11
Pomum,Urban,Regular,Pomum UR-02,1756,11
Pomum,Urban,Regular,Pomum UR-03,1757,11
Pomum,Urban,Regular,Pomum UR-04,1758,11
Pomum,Urban,Regular,Pomum UR-05,1759,11
Pomum,Urban,Regular,Pomum UR-06,1760,11
Pomum,Urban,Regular,Pomum UR-07,1761,11
Pomum,Urban,Regular,Pomum UR-08,1762,11
Pomum,Urban,Regular,Pomum UR-09,1763,11
Pomum,Urban,Regular,Pomum UR-10,1764,11
Pomum,Urban,Regular,Pomum UR-11,1765,11
Currus,Urban,Regular,Currus UR-01,1998,4
Currus,Urban,Regular,Currus UR-02,1999,4
Currus,Urban,Regular,Currus UR-03,2000,4
Currus,Urban,Regular,Currus UR-04,2001,4
Currus,Urban,Regular,Currus UR-05,2002,4
Currus,Urban,Regular,Currus UR-06,2003,4
Currus,Urban,Regular,Currus UR-07,2004,4
Currus,Urban,Regular,Currus UR-08,2005,4
Currus,Urban,Regular,Currus UR-09,2006,4
Currus,Urban,Regular,Currus UR-10,2007,4
Currus,Urban,Regular,Currus UR-11,2008,4
Currus,Urban,Regular,Currus UR-12,2009,4
Currus,Urban,Regular,Currus UR-13,2010,4
Currus,Urban,Regular,Currus UR-14,2011,4
Currus,Urban,Regular,Currus UR-15,2012,4
Currus,Urban,Regular,Currus UR-16,2013,4
Currus,Urban,Regular,Currus UR-17,2014,4
Currus,Urban,Regular,Currus UR-18,2015,4
Currus,Urban,Regular,Currus UR-19,2016,4
Currus,Urban,Regular,Currus UR-20,2017,4
Currus,Urban,Regular,Currus UR-21,2018,4
Currus,Urban,Regular,Currus UR-22,2019,4
Currus,Urban,Regular,Currus UR-23,2020,4
Currus,Urban,Regular,Currus UR-24,2021,4
Currus,Urban,Regular,Currus UR-25,2022,4
Currus,Urban,Regular,Currus UR-26,2023,4
Currus,Urban,Regular,Currus UR-27,2024,4
Currus,Urban,Regular,Currus UR-28,2025,4
Currus,Urban,Regular,Currus UR-29,2026,4
Currus,Urban,Regular,Currus UR-30,2027,4
Currus,Urban,Regular,Currus UR-31,2028,4
Currus,Urban,Regular,Currus UR-32,2029,4
Currus,Urban,Regular,Currus UR-33,2030,4
Currus,Urban,Regular,Currus UR-34,2031,4
Currus,Urban,Regular,Currus UR-35,2032,4
Currus,Urban,Regular,Currus UR-36,2033,4
Currus,Urban,Regular,Currus UR-37,2034,4
Currus,Urban,Regular,Currus UR-38,2035,4
Currus,Urban,Regular,Currus UR-39,2036,4
Currus,Urban,Regular,Currus UR-40,2037,4
Currus,Urban,Regular,Currus UR-41,2038,4
Currus,Urban,Regular,Currus UR-42,2039,4
Currus,Urban,Regular,Currus UR-43,2040,4
Victoria,Urban,Regular,Victoria UR-01,2125,14
Victoria,Urban,Regular,Victoria UR-02,2126,14
Victoria,Urban,Regular,Victoria UR-03,2127,14
Victoria,Urban,Regular,Victoria UR-04,2128,14
Victoria,Urban,Regular,Victoria UR-05,2129,14
Victoria,Urban,Regular,Victoria UR-06,2130,14
Victoria,Urban,Regular,Victoria UR-07,2131,14
Victoria,Urban,Regular,Victoria UR-08,2132,14
Victoria,Urban,Regular,Victoria UR-09,2133,14
Victoria,Urban,Regular,Victoria UR-10,2134,14
Victoria,Urban,Regular,Victoria UR-11,2135,14
Victoria,Urban,Regular,Victoria UR-12,2136,14
Victoria,Urban,Regular,Victoria UR-13,2137,14
Victoria,Urban,Regular,Victoria UR-14,2138,14
Victoria,Urban,Regular,Victoria UR-15,2139,14
Victoria,Urban,Regular,Victoria UR-16,2140,14
Victoria,Urban,Regular,Victoria UR-17,2141,14
Victoria,Urban,Regular,Victoria UR-18,2142,14
Victoria,Urban,Regular,Victoria UR-19,2143,14
Victoria,Urban,Regular,Victoria UR-20,2144,14
Victoria,Urban,Regular,Victoria UR-21,2145,14
Victoria,Urban,Regular,Victoria UR-22,2146,14
Victoria,Urban,Regular,Victoria UR-23,2147,14
Aliqui,Urban,Regular,Aliqui UR-01,2298,2
Aliqui,Urban,Regular,Aliqui UR-02,2299,2
Aliqui,Urban,Regular,Aliqui UR-03,2300,2
Aliqui,Urban,Regular,Aliqui UR-04,2301,2
Aliqui,Urban,Regular,Aliqui UR-05,2302,2
Aliqui,Urban,Regular,Aliqui UR-06,2303,2
Aliqui,Urban,Regular,Aliqui UR-07,2304,2
Aliqui,Urban,Regular,Aliqui UR-08,2305,2
Aliqui,Urban,Regular,Aliqui UR-09,2306,2
Aliqui,Urban,Regular,Aliqui UR-10,2307,2
Aliqui,Urban,Regular,Aliqui UR-11,2308,2
Aliqui,Urban,Regular,Aliqui UR-12,2309,2
Aliqui,Urban,Regular,Aliqui UR-13,2310,2
Aliqui,Urban,Regular,Aliqui UR-14,2311,2
Aliqui,Urban,Regular,Aliqui UR-15,2312,2
Aliqui,Urban,Regular,Aliqui UR-16,2313,2
Aliqui,Urban,Regular,Aliqui UR-17,2314,2
Aliqui,Urban,Regular,Aliqui UR-18,2315,2
Aliqui,Urban,Regular,Aliqui UR-19,2316,2
Aliqui,Urban,Regular,Aliqui UR-20,2317,2
Aliqui,Urban,Regular,Aliqui UR-21,2318,2
Aliqui,Urban,Regular,Aliqui UR-22,2319,2
Aliqui,Urban,Regular,Aliqui UR-23,2320,2
Aliqui,Urban,Regular,Aliqui UR-24,2321,2
Aliqui,Urban,Regular,Aliqui UR-25,2322,2
Aliqui,Urban,Regular,Aliqui UR-26,2323,2
Aliqui,Urban,Regular,Aliqui UR-27,2324,2
Aliqui,Urban,Regular,Aliqui UR-28,2325,2
Aliqui,Urban,Regular,Aliqui UR-29,2326,2
Abbas,Mix,All Season,Abbas MA-01,1,1
Abbas,Mix,All Season,Abbas MA-02,2,1
Abbas,Mix,All Season,Abbas MA-03,3,1
Abbas,Mix,All Season,Abbas MA-04,4,1
Abbas,Mix,All Season,Abbas MA-05,5,1
Abbas,Mix,All Season,Abbas MA-06,6,1
Abbas,Mix,All Season,Abbas MA-07,7,1
Abbas,Mix,All Season,Abbas MA-08,8,1
Abbas,Mix,All Season,Abbas MA-09,9,1
Abbas,Mix,All Season,Abbas MA-10,10,1
Abbas,Mix,All Season,Abbas MA-11,11,1
Abbas,Mix,All Season,Abbas MA-12,12,1
Abbas,Mix,All Season,Abbas MA-13,13,1
Abbas,Mix,All Season,Abbas MA-14,14,1
Abbas,Mix,All Season,Abbas MA-15,15,1
Abbas,Mix,All Season,Abbas MA-16,16,1
Abbas,Mix,All Season,Abbas MA-17,17,1
Abbas,Mix,All Season,Abbas MA-18,18,1
Abbas,Mix,All Season,Abbas MA-19,19,1
Abbas,Mix,All Season,Abbas MA-20,20,1
Abbas,Mix,All Season,Abbas MA-21,21,1
Abbas,Mix,All Season,Abbas MA-22,22,1
Abbas,Mix,All Season,Abbas MA-23,23,1
Abbas,Mix,All Season,Abbas MA-24,24,1
Abbas,Mix,All Season,Abbas MA-25,25,1
Abbas,Mix,All Season,Abbas MA-26,26,1
Abbas,Mix,All Season,Abbas MA-27,27,1
Abbas,Mix,All Season,Abbas MA-28,28,1
Abbas,Mix,All Season,Abbas MA-29,29,1
Abbas,Mix,All Season,Abbas MA-30,30,1
Abbas,Mix,All Season,Abbas MA-31,31,1
Abbas,Mix,All Season,Abbas MA-32,32,1
Abbas,Mix,All Season,Abbas MA-33,33,1
Abbas,Mix,All Season,Abbas MA-34,34,1
Abbas,Mix,All Season,Abbas MA-35,35,1
Abbas,Mix,All Season,Abbas MA-36,36,1
Abbas,Mix,All Season,Abbas MA-37,37,1
Abbas,Mix,All Season,Abbas MA-38,38,1
Abbas,Mix,All Season,Abbas MA-39,39,1
Abbas,Mix,All Season,Abbas MA-40,40,1
Abbas,Mix,All Season,Abbas MA-41,41,1
Abbas,Mix,All Season,Abbas MA-42,42,1
Abbas,Mix,All Season,Abbas MA-43,43,1
Abbas,Mix,All Season,Abbas MA-44,44,1
Abbas,Mix,All Season,Abbas MA-45,45,1
Fama,Mix,All Season,Fama MA-01,211,5
Fama,Mix,All Season,Fama MA-02,212,5
Natura,Mix,All Season,Natura MA-01,694,8
Natura,Mix,All Season,Natura MA-02,695,8
Natura,Mix,All Season,Natura MA-03,696,8
Natura,Mix,All Season,Natura MA-04,697,8
Natura,Mix,All Season,Natura MA-05,698,8
Natura,Mix,All Season,Natura MA-06,699,8
Natura,Mix,All Season,Natura MA-07,700,8
Natura,Mix,All Season,Natura MA-08,701,8
Natura,Mix,All Season,Natura MA-09,702,8
Natura,Mix,All Season,Natura MA-10,703,8
Natura,Mix,All Season,Natura MA-11,704,8
Natura,Mix,All Season,Natura MA-12,705,8
Natura,Mix,All Season,Natura MA-13,706,8
Natura,Mix,All Season,Natura MA-14,707,8
Natura,Mix,All Season,Natura MA-15,708,8
Natura,Mix,All Season,Natura MA-16,709,8
Natura,Mix,All Season,Natura MA-17,710,8
Natura,Mix,All Season,Natura MA-18,711,8
Natura,Mix,All Season,Natura MA-19,712,8
Pirum,Mix,All Season,Pirum MA-01,1043,10
Pirum,Mix,All Season,Pirum MA-02,1044,10
Pirum,Mix,All Season,Pirum MA-03,1045,10
Pirum,Mix,All Season,Pirum MA-04,1046,10
Pirum,Mix,All Season,Pirum MA-05,1047,10
Pirum,Mix,All Season,Pirum MA-06,1048,10
Pirum,Mix,All Season,Pirum MA-07,1049,10
Pirum,Mix,All Season,Pirum MA-08,1050,10
Pirum,Mix,All Season,Pirum MA-09,1051,10
Pirum,Mix,All Season,Pirum MA-10,1052,10
Pirum,Mix,All Season,Pirum MA-11,1053,10
Pirum,Mix,All Season,Pirum MA-12,1054,10
Pomum,Mix,All Season,Pomum MA-01,1726,11
Pomum,Mix,All Season,Pomum MA-02,1727,11
Pomum,Mix,All Season,Pomum MA-03,1728,11
Pomum,Mix,All Season,Pomum MA-04,1729,11
Pomum,Mix,All Season,Pomum MA-05,1730,11
Pomum,Mix,All Season,Pomum MA-06,1731,11
Currus,Mix,All Season,Currus MA-01,1908,4
Currus,Mix,All Season,Currus MA-02,1909,4
Currus,Mix,All Season,Currus MA-03,1910,4
Currus,Mix,All Season,Currus MA-04,1911,4
Currus,Mix,All Season,Currus MA-05,1912,4
Currus,Mix,All Season,Currus MA-06,1913,4
Currus,Mix,All Season,Currus MA-07,1914,4
Currus,Mix,All Season,Currus MA-08,1915,4
Currus,Mix,All Season,Currus MA-09,1916,4
Currus,Mix,All Season,Currus MA-10,1917,4
Currus,Mix,All Season,Currus MA-11,1918,4
Currus,Mix,All Season,Currus MA-12,1919,4
Currus,Mix,All Season,Currus MA-13,1920,4
Currus,Mix,All Season,Currus MA-14,1921,4
Currus,Mix,All Season,Currus MA-15,1922,4
Currus,Mix,All Season,Currus MA-16,1923,4
Currus,Mix,All Season,Currus MA-17,1924,4
Currus,Mix,All Season,Currus MA-18,1925,4
Victoria,Mix,All Season,Victoria MA-01,2102,14
Victoria,Mix,All Season,Victoria MA-02,2103,14
Victoria,Mix,All Season,Victoria MA-03,2104,14
Victoria,Mix,All Season,Victoria MA-04,2105,14
Victoria,Mix,All Season,Victoria MA-05,2106,14
Victoria,Mix,All Season,Victoria MA-06,2107,14
Aliqui,Mix,All Season,Aliqui MA-01,2187,2
Aliqui,Mix,All Season,Aliqui MA-02,2188,2
Aliqui,Mix,All Season,Aliqui MA-03,2189,2
Aliqui,Mix,All Season,Aliqui MA-04,2190,2
Aliqui,Mix,All Season,Aliqui MA-05,2191,2
Aliqui,Mix,All Season,Aliqui MA-06,2192,2
Aliqui,Mix,All Season,Aliqui MA-07,2193,2
Aliqui,Mix,All Season,Aliqui MA-08,2194,2
Aliqui,Mix,All Season,Aliqui MA-09,2195,2
Aliqui,Mix,All Season,Aliqui MA-10,2196,2
Aliqui,Mix,All Season,Aliqui MA-11,2197,2
Aliqui,Mix,All Season,Aliqui MA-12,2198,2
Aliqui,Mix,All Season,Aliqui MA-13,2199,2
Aliqui,Mix,All Season,Aliqui MA-14,2200,2
Aliqui,Mix,All Season,Aliqui MA-15,2201,2
Aliqui,Mix,All Season,Aliqui MA-16,2202,2
Aliqui,Mix,All Season,Aliqui MA-17,2203,2
Abbas,Rural,Select,Abbas RS-01,68,1
Abbas,Rural,Select,Abbas RS-02,69,1
Abbas,Rural,Select,Abbas RS-03,70,1
Abbas,Rural,Select,Abbas RS-04,71,1
Abbas,Rural,Select,Abbas RS-05,72,1
Abbas,Rural,Select,Abbas RS-06,73,1
VanArsdel,Rural,Select,Maximus RS-01,394,7
VanArsdel,Rural,Select,Maximus RS-02,395,7
Natura,Rural,Select,Natura RS-01,797,8
Natura,Rural,Select,Natura RS-02,798,8
Natura,Rural,Select,Natura RS-03,799,8
Natura,Rural,Select,Natura RS-04,800,8
Natura,Rural,Select,Natura RS-05,801,8
Natura,Rural,Select,Natura RS-06,802,8
Natura,Rural,Select,Natura RS-07,803,8
Natura,Rural,Select,Natura RS-08,804,8
Natura,Rural,Select,Natura RS-09,805,8
Natura,Rural,Select,Natura RS-10,806,8
Natura,Rural,Select,Natura RS-11,807,8
Natura,Rural,Select,Natura RS-12,808,8
Natura,Rural,Select,Natura RS-13,809,8
Natura,Rural,Select,Natura RS-14,810,8
Natura,Rural,Select,Natura RS-15,811,8
Natura,Rural,Select,Natura RS-16,812,8
Natura,Rural,Select,Natura RS-17,813,8
Natura,Rural,Select,Natura RS-18,814,8
Natura,Rural,Select,Natura RS-19,815,8
Natura,Rural,Select,Natura RS-20,816,8
Pirum,Rural,Select,Pirum RS-01,1113,10
Pirum,Rural,Select,Pirum RS-02,1114,10
Pirum,Rural,Select,Pirum RS-03,1115,10
Pirum,Rural,Select,Pirum RS-04,1116,10
Pirum,Rural,Select,Pirum RS-05,1117,10
Pirum,Rural,Select,Pirum RS-06,1118,10
Pirum,Rural,Select,Pirum RS-07,1119,10
Pirum,Rural,Select,Pirum RS-08,1120,10
Pirum,Rural,Select,Pirum RS-09,1121,10
Pirum,Rural,Select,Pirum RS-10,1122,10
Pirum,Rural,Select,Pirum RS-11,1123,10
Pomum,Rural,Select,Pomum RS-01,1746,11
Pomum,Rural,Select,Pomum RS-02,1747,11
Pomum,Rural,Select,Pomum RS-03,1748,11
Currus,Rural,Select,Currus RS-01,1982,4
Currus,Rural,Select,Currus RS-02,1983,4
Currus,Rural,Select,Currus RS-03,1984,4
Currus,Rural,Select,Currus RS-04,1985,4
Currus,Rural,Select,Currus RS-05,1986,4
Currus,Rural,Select,Currus RS-06,1987,4
Currus,Rural,Select,Currus RS-07,1988,4
Currus,Rural,Select,Currus RS-08,1989,4
Currus,Rural,Select,Currus RS-09,1990,4
Currus,Rural,Select,Currus RS-10,1991,4
Currus,Rural,Select,Currus RS-11,1992,4
Currus,Rural,Select,Currus RS-12,1993,4
Aliqui,Rural,Select,Aliqui RS-01,2268,2
Aliqui,Rural,Select,Aliqui RS-02,2269,2
Aliqui,Rural,Select,Aliqui RS-03,2270,2
Aliqui,Rural,Select,Aliqui RS-04,2271,2
Aliqui,Rural,Select,Aliqui RS-05,2272,2
Aliqui,Rural,Select,Aliqui RS-06,2273,2
Aliqui,Rural,Select,Aliqui RS-07,2274,2
Aliqui,Rural,Select,Aliqui RS-08,2275,2
Aliqui,Rural,Select,Aliqui RS-09,2276,2
Aliqui,Rural,Select,Aliqui RS-10,2277,2
Aliqui,Rural,Select,Aliqui RS-11,2278,2
Aliqui,Rural,Select,Aliqui RS-12,2279,2
Aliqui,Rural,Select,Aliqui RS-13,2280,2
Aliqui,Rural,Select,Aliqui RS-14,2281,2
Aliqui,Rural,Select,Aliqui RS-15,2282,2
Aliqui,Rural,Select,Aliqui RS-16,2283,2
Aliqui,Rural,Select,Aliqui RS-17,2284,2
Aliqui,Rural,Select,Aliqui RS-18,2285,2
Abbas,Youth,Youth,Abbas YY-01,197,1
Abbas,Youth,Youth,Abbas YY-02,198,1
Natura,Youth,Youth,Natura YY-01,1000,8
Natura,Youth,Youth,Natura YY-02,1001,8
Natura,Youth,Youth,Natura YY-03,1002,8
Natura,Youth,Youth,Natura YY-04,1003,8
Natura,Youth,Youth,Natura YY-05,1004,8
Natura,Youth,Youth,Natura YY-06,1005,8
Natura,Youth,Youth,Natura YY-07,1006,8
Natura,Youth,Youth,Natura YY-08,1007,8
Natura,Youth,Youth,Natura YY-09,1008,8
Natura,Youth,Youth,Natura YY-10,1009,8
Natura,Youth,Youth,Natura YY-11,1010,8
Natura,Youth,Youth,Natura YY-12,1011,8
Natura,Youth,Youth,Natura YY-13,1012,8
Natura,Youth,Youth,Natura YY-14,1013,8
Natura,Youth,Youth,Natura YY-15,1014,8
Natura,Youth,Youth,Natura YY-16,1015,8
Natura,Youth,Youth,Natura YY-17,1016,8
Natura,Youth,Youth,Natura YY-18,1017,8
Natura,Youth,Youth,Natura YY-19,1018,8
Natura,Youth,Youth,Natura YY-20,1019,8
Natura,Youth,Youth,Natura YY-21,1020,8
Natura,Youth,Youth,Natura YY-22,1021,8
Natura,Youth,Youth,Natura YY-23,1022,8
Natura,Youth,Youth,Natura YY-24,1023,8
Natura,Youth,Youth,Natura YY-25,1024,8
Natura,Youth,Youth,Natura YY-26,1025,8
Natura,Youth,Youth,Natura YY-27,1026,8
Salvus,Youth,Youth,Salvus YY-01,1690,13
Salvus,Youth,Youth,Salvus YY-02,1691,13
Salvus,Youth,Youth,Salvus YY-03,1692,13
Salvus,Youth,Youth,Salvus YY-04,1693,13
Salvus,Youth,Youth,Salvus YY-05,1694,13
Salvus,Youth,Youth,Salvus YY-06,1695,13
Salvus,Youth,Youth,Salvus YY-07,1696,13
Salvus,Youth,Youth,Salvus YY-08,1697,13
Salvus,Youth,Youth,Salvus YY-09,1698,13
Salvus,Youth,Youth,Salvus YY-10,1699,13
Salvus,Youth,Youth,Salvus YY-11,1700,13
Salvus,Youth,Youth,Salvus YY-12,1701,13
Salvus,Youth,Youth,Salvus YY-13,1702,13
Salvus,Youth,Youth,Salvus YY-14,1703,13
